permno,adate,qdate,public_date,CAPEI,evm,pe_exi,pe_inc,npm,roa,roe,de_ratio,quick_ratio,sale_nwc,TICKER
12079,12/31/1991,9/30/1992,1/31/1993,40.419,9.33,-4.827,-0.915,-0.034,0.067,-0.246,12.289,,,GM
12079,12/31/1992,12/31/1992,2/28/1993,-177.04,8.444,-7.68,-0.973,-0.02,0.07,-0.184,15.555,,,GM
12079,12/31/1992,12/31/1992,3/31/1993,-178.82,8.444,-7.758,-0.983,-0.02,0.07,-0.184,15.555,,,GM
12079,12/31/1992,12/31/1992,4/30/1993,-194.27,8.444,-8.428,-1.068,-0.02,0.07,-0.184,15.555,,,GM
12079,12/31/1992,3/31/1993,5/31/1993,361.823,8.444,-10.368,-10.368,-0.014,0.07,-0.244,21.187,,,GM
12079,12/31/1992,3/31/1993,6/30/1993,402.2,8.444,-11.499,-11.499,-0.014,0.07,-0.244,21.187,,,GM
12079,12/31/1992,3/31/1993,7/31/1993,438.352,8.444,-12.532,-12.532,-0.014,0.07,-0.244,21.187,,,GM
12079,12/31/1992,6/30/1993,8/31/1993,-236.07,8.444,-26.483,-26.483,-0.003,0.07,-0.045,23.211,,,GM
12079,12/31/1992,6/30/1993,9/30/1993,-210.53,8.444,-23.588,-23.588,-0.003,0.07,-0.045,23.211,,,GM
12079,12/31/1992,6/30/1993,10/31/1993,-240.15,8.444,-26.907,-26.907,-0.003,0.07,-0.045,23.211,,,GM
12079,12/31/1992,9/30/1993,11/30/1993,-119.67,3.6,-131.88,-131.88,0.005,0.094,0.09,25.462,,,GM
12079,12/31/1992,9/30/1993,12/31/1993,-124.99,3.6,-137.19,-137.19,0.005,0.094,0.09,25.462,,,GM
12079,12/31/1992,9/30/1993,1/31/1994,-139.51,3.6,-153.13,-153.13,0.005,0.094,0.09,25.462,,,GM
12079,12/31/1993,12/31/1993,2/28/1994,-71.159,6.779,27.347,27.347,0.018,0.09,1.878,17.07,,,GM
12079,12/31/1993,12/31/1993,3/31/1994,-65.815,6.779,25.293,25.293,0.018,0.09,1.878,17.07,,,GM
12079,12/31/1993,12/31/1993,4/30/1994,-70.919,6.779,26.643,26.643,0.018,0.09,1.878,17.07,,,GM
12079,12/31/1993,3/31/1994,5/31/1994,-76.922,4.608,15.056,21.329,0.026,0.099,0.566,26.065,,,GM
12079,12/31/1993,3/31/1994,6/30/1994,-73.676,4.608,14.076,19.94,0.026,0.099,0.566,26.065,,,GM
12079,12/31/1993,3/31/1994,7/31/1994,-75.326,4.608,14.391,20.387,0.026,0.099,0.566,26.065,,,GM
12079,12/31/1993,6/30/1994,8/31/1994,-69.139,5.194,10.297,13.12,0.032,0.106,0.714,24.355,,,GM
12079,12/31/1993,6/30/1994,9/30/1994,-64.959,5.194,9.606,12.239,0.032,0.106,0.714,24.355,,,GM
12079,12/31/1993,6/30/1994,10/31/1994,-54.739,5.194,8.094,10.313,0.032,0.106,0.714,24.355,,,GM
12079,12/31/1993,9/30/1994,11/30/1994,-54.806,5.097,6.607,8.077,0.036,0.108,0.748,22.405,,,GM
12079,12/31/1993,9/30/1994,12/31/1994,-60.556,5.097,7.301,8.925,0.036,0.108,0.748,22.405,,,GM
12079,12/31/1993,9/30/1994,1/31/1995,-55.884,5.097,6.737,8.236,0.036,0.108,0.748,22.405,,,GM
12079,12/31/1994,12/31/1994,2/28/1995,-108.97,5.113,6.875,8.277,0.037,0.112,1.118,10.94,,,GM
12079,12/31/1994,12/31/1994,3/31/1995,-112.49,5.113,7.097,8.544,0.037,0.112,1.118,10.94,,,GM
12079,12/31/1994,12/31/1994,4/30/1995,-115.48,5.113,7.278,8.762,0.037,0.112,1.118,10.94,,,GM
12079,12/31/1994,3/31/1995,5/31/1995,-112.68,4.611,7.08,7.048,0.038,0.115,0.625,13.574,,,GM
12079,12/31/1994,3/31/1995,6/30/1995,-109.03,4.611,6.914,6.883,0.038,0.115,0.625,13.574,,,GM
12079,12/31/1994,3/31/1995,7/31/1995,-113.39,4.611,7.19,7.159,0.038,0.115,0.625,13.574,,,GM
12079,12/31/1994,6/30/1995,8/31/1995,-227.93,4.579,6.771,6.761,0.039,0.114,0.467,10.885,,,GM
12079,12/31/1994,6/30/1995,9/30/1995,-226.71,4.579,6.735,6.725,0.039,0.114,0.467,10.885,,,GM
12079,12/31/1994,6/30/1995,10/31/1995,-211.6,4.579,6.286,6.277,0.039,0.114,0.467,10.885,,,GM
12079,12/31/1994,9/30/1995,11/30/1995,281.108,4.63,6.978,6.938,0.038,0.114,0.362,9.136,,,GM
12079,12/31/1994,9/30/1995,12/31/1995,306.466,4.63,7.608,7.564,0.038,0.114,0.362,9.136,,,GM
12079,12/31/1994,9/30/1995,1/31/1996,305.017,4.63,7.572,7.529,0.038,0.114,0.362,9.136,,,GM
12079,12/31/1995,12/31/1995,2/29/1996,25.796,5.037,7.04,7.108,0.042,0.121,0.462,7.5,,,GM
12079,12/31/1995,12/31/1995,3/31/1996,26.802,5.037,7.315,7.386,0.042,0.121,0.462,7.5,,,GM
12079,12/31/1995,12/31/1995,4/30/1996,27.545,5.037,7.452,7.524,0.042,0.121,0.462,7.5,,,GM
12079,12/31/1995,3/31/1996,5/31/1996,44.194,5.616,9.705,9.637,0.031,0.097,0.216,8.113,,,GM
12079,12/31/1995,3/31/1996,6/30/1996,41.989,5.616,9.221,9.156,0.031,0.097,0.216,8.113,,,GM
12079,12/31/1995,3/31/1996,7/31/1996,39.083,5.616,8.583,8.523,0.031,0.097,0.216,8.113,,,GM
12079,12/31/1995,6/30/1996,8/31/1996,26.041,5.718,8.383,8.326,0.031,0.096,0.211,8.35,,,GM
12079,12/31/1995,6/30/1996,9/30/1996,25.186,5.718,8.108,8.054,0.031,0.096,0.211,8.35,,,GM
12079,12/31/1995,6/30/1996,10/31/1996,28.14,5.718,9.058,8.997,0.031,0.096,0.211,8.35,,,GM
12079,12/31/1995,9/30/1996,11/30/1996,22.503,5.545,8.116,8.105,0.036,0.099,0.253,8.58,,,GM
12079,12/31/1995,9/30/1996,12/31/1996,21.773,5.545,7.852,7.841,0.036,0.099,0.253,8.58,,,GM
12079,12/31/1995,9/30/1996,1/31/1997,23.042,5.545,8.31,8.298,0.036,0.099,0.253,8.58,,,GM
12079,12/31/1996,12/31/1996,2/28/1997,12.58,6.475,9.535,9.55,0.031,0.092,0.22,7.67,,,GM
12079,12/31/1996,12/31/1996,3/31/1997,11.833,6.475,9.123,9.138,0.031,0.092,0.22,7.67,,,GM
12079,12/31/1996,12/31/1996,4/30/1997,12.368,6.475,9.535,9.55,0.031,0.092,0.22,7.67,,,GM
12079,12/31/1996,3/31/1997,5/31/1997,14.434,4.988,7.732,7.753,0.036,0.112,0.255,8.867,,,GM
12079,12/31/1996,3/31/1997,6/30/1997,13.759,4.988,7.513,7.534,0.036,0.112,0.255,8.867,,,GM
12079,12/31/1996,3/31/1997,7/31/1997,15.27,4.988,8.339,8.361,0.036,0.112,0.255,8.867,,,GM
12079,12/31/1996,6/30/1997,8/31/1997,13.018,4.873,8.457,8.457,0.036,0.117,0.247,8.721,,,GM
12079,12/31/1996,6/30/1997,9/30/1997,13.886,4.873,9.021,9.021,0.036,0.117,0.247,8.721,,,GM
12079,12/31/1996,6/30/1997,10/31/1997,13.316,4.873,8.651,8.651,0.036,0.117,0.247,8.721,,,GM
12079,12/31/1996,9/30/1997,11/30/1997,11.025,6.475,8.463,8.463,0.034,0.092,0.222,8.713,,,GM
12079,12/31/1996,9/30/1997,12/31/1997,10.793,6.475,8.438,8.438,0.034,0.092,0.222,8.713,,,GM
12079,12/31/1996,9/30/1997,1/31/1998,10.294,6.475,8.047,8.047,0.034,0.092,0.222,8.713,,,GM
12079,12/31/1997,12/31/1997,2/28/1998,9.128,5.761,7.997,7.997,0.04,0.107,0.318,10.533,,,GM
12079,12/31/1997,12/31/1997,3/31/1998,8.607,5.761,7.86,7.86,0.04,0.107,0.318,10.533,,,GM
12079,12/31/1997,12/31/1997,4/30/1998,8.559,5.761,7.816,7.816,0.04,0.107,0.318,10.533,,,GM
12079,12/31/1997,3/31/1998,5/31/1998,9.89,5.761,8.691,8.348,0.036,0.107,0.241,10.314,,,GM
12079,12/31/1997,3/31/1998,6/30/1998,9.194,5.761,8.079,7.76,0.036,0.107,0.241,10.314,,,GM
12079,12/31/1997,3/31/1998,7/31/1998,9.951,5.761,8.744,8.399,0.036,0.107,0.241,10.314,,,GM
12079,12/31/1997,6/30/1998,8/31/1998,7.458,5.761,9.655,8.956,0.027,0.107,0.185,11.585,,,GM
12079,12/31/1997,6/30/1998,9/30/1998,7.043,5.761,9.115,8.455,0.027,0.107,0.185,11.585,,,GM
12079,12/31/1997,6/30/1998,10/31/1998,8.11,5.761,10.496,9.736,0.027,0.107,0.185,11.585,,,GM
12079,12/31/1997,9/30/1998,11/30/1998,8.758,4.415,16.637,17.78,0.02,0.138,0.142,13.388,,,GM
12079,12/31/1997,9/30/1998,12/31/1998,8.969,4.415,17.039,18.209,0.02,0.138,0.142,13.388,,,GM
12079,12/31/1997,9/30/1998,1/31/1999,11.249,4.415,21.369,22.837,0.02,0.138,0.142,13.388,,,GM
12079,12/31/1998,12/31/1998,2/28/1999,9.934,7.623,19.752,19.752,0.019,0.089,0.163,13.832,,,GM
12079,12/31/1998,12/31/1998,3/31/1999,10.453,7.623,20.813,20.813,0.019,0.089,0.163,13.832,,,GM
12079,12/31/1998,12/31/1998,4/30/1999,10.701,7.623,21.307,21.307,0.019,0.089,0.163,13.832,,,GM
12079,12/31/1998,3/31/1999,5/31/1999,8.525,7.243,13.772,14.168,0.023,0.088,0.181,14.72,,,GM
12079,12/31/1998,3/31/1999,6/30/1999,8.155,7.243,13.174,13.552,0.023,0.088,0.181,14.72,,,GM
12079,12/31/1998,3/31/1999,7/31/1999,7.545,7.243,12.201,12.551,0.023,0.088,0.181,14.72,,,GM
12079,12/31/1998,6/30/1999,8/31/1999,8.107,6.549,9.125,9.1,0.03,0.099,0.266,15.011,,,GM
12079,12/31/1998,6/30/1999,9/30/1999,7.701,6.549,8.669,8.645,0.03,0.099,0.266,15.011,,,GM
12079,12/31/1998,6/30/1999,10/31/1999,8.619,6.549,9.702,9.675,0.03,0.099,0.266,15.011,,,GM
12079,12/31/1998,9/30/1999,11/30/1999,8.686,6.24,7.895,7.273,0.036,0.105,0.342,14.917,,,GM
12079,12/31/1998,9/30/1999,12/31/1999,8.769,6.24,7.97,7.342,0.036,0.105,0.342,14.917,,,GM
12079,12/31/1998,9/30/1999,1/31/2000,9.719,6.24,8.834,8.138,0.036,0.105,0.342,14.917,,,GM
12079,12/31/1999,12/31/1999,2/29/2000,8.979,6.396,8.917,8.286,0.032,0.104,0.244,12.279,,,GM
12079,12/31/1999,12/31/1999,3/31/2000,9.464,6.396,9.708,9.021,0.032,0.104,0.244,12.279,,,GM
12079,12/31/1999,12/31/1999,4/30/2000,10.7,6.396,10.976,10.199,0.032,0.104,0.244,12.279,,,GM
12079,12/31/1999,3/31/2000,5/31/2000,8.31,6.258,8.165,7.909,0.031,0.106,0.289,13.158,,,GM
12079,12/31/1999,3/31/2000,6/30/2000,6.832,6.258,6.712,6.502,0.031,0.106,0.289,13.158,,,GM
12079,12/31/1999,3/31/2000,7/31/2000,6.699,6.258,6.582,6.376,0.031,0.106,0.289,13.158,,,GM
12079,12/31/1999,6/30/2000,8/31/2000,7.378,6.074,8.084,8.084,0.03,0.107,0.269,11.507,,,GM
12079,12/31/1999,6/30/2000,9/30/2000,6.643,6.074,7.279,7.279,0.03,0.107,0.269,11.507,,,GM
12079,12/31/1999,6/30/2000,10/31/2000,6.349,6.074,6.957,6.957,0.03,0.107,0.269,11.507,,,GM
12079,12/31/1999,9/30/2000,11/30/2000,5.353,5.981,5.363,5.363,0.03,0.108,0.231,10.043,,,GM
12079,12/31/1999,9/30/2000,12/31/2000,5.508,5.981,5.519,5.519,0.03,0.108,0.231,10.043,,,GM
12079,12/31/1999,9/30/2000,1/31/2001,5.807,5.981,5.818,5.818,0.03,0.108,0.231,10.043,,,GM
12079,12/31/2000,12/31/2000,2/28/2001,6.114,6.312,7.982,7.982,0.025,0.095,0.139,9.021,,,GM
12079,12/31/2000,12/31/2000,3/31/2001,5.773,6.312,7.762,7.762,0.025,0.095,0.139,9.021,,,GM
12079,12/31/2000,12/31/2000,4/30/2001,6.103,6.312,8.205,8.205,0.025,0.095,0.139,9.021,,,GM
12079,12/31/2000,3/31/2001,5/31/2001,6.185,6.4,14.741,14.741,0.016,0.093,0.097,8.935,,,GM
12079,12/31/2000,3/31/2001,6/30/2001,6.995,6.4,16.671,16.671,0.016,0.093,0.097,8.935,,,GM
12079,12/31/2000,3/31/2001,7/31/2001,6.914,6.4,16.477,16.477,0.016,0.093,0.097,8.935,,,GM
12079,12/31/2000,6/30/2001,8/31/2001,6.166,7.02,27.934,27.934,0.009,0.084,0.052,8.979,,,GM
12079,12/31/2000,6/30/2001,9/30/2001,4.832,7.02,21.888,21.888,0.009,0.084,0.052,8.979,,,GM
12079,12/31/2000,6/30/2001,10/31/2001,4.654,7.02,21.082,21.082,0.009,0.084,0.052,8.979,,,GM
12079,12/31/2000,9/30/2001,11/30/2001,5.979,7.622,587.105,601.667,0.002,0.077,0.014,9.356,,,GM
12079,12/31/2000,9/30/2001,12/31/2001,5.847,7.622,635,674.031,0.002,0.077,0.014,9.356,,,GM
12079,12/31/2000,9/30/2001,1/31/2002,6.153,7.622,614.857,622.813,0.002,0.077,0.014,9.356,,,GM
12079,12/31/2001,12/31/2001,2/28/2002,7.279,9.201,29.932,29.932,0.003,0.067,0.019,15.401,,,GM
12079,12/31/2001,12/31/2001,3/31/2002,8.336,9.201,34.153,34.153,0.003,0.067,0.019,15.401,,,GM
12079,12/31/2001,12/31/2001,4/30/2002,8.858,9.201,36.243,36.243,0.003,0.067,0.019,15.401,,,GM
12079,12/31/2001,3/31/2002,5/31/2002,8.436,9.899,34.721,34.721,0.003,0.061,0.021,11.936,,,GM
12079,12/31/2001,3/31/2002,6/30/2002,7.255,9.899,29.86,29.86,0.003,0.061,0.021,11.936,,,GM
12079,12/31/2001,3/31/2002,7/31/2002,6.319,9.899,26.006,26.006,0.003,0.061,0.021,11.936,,,GM
12079,12/31/2001,6/30/2002,8/31/2002,6.868,11.77,14.91,14.91,0.008,0.053,0.054,13.617,,,GM
12079,12/31/2001,6/30/2002,9/30/2002,5.582,11.77,12.118,12.118,0.008,0.053,0.054,13.617,,,GM
12079,12/31/2001,6/30/2002,10/31/2002,4.772,11.77,10.358,10.358,0.008,0.053,0.054,13.617,,,GM
12079,12/31/2001,9/30/2002,11/30/2002,6.043,16.212,14.128,17.803,0.007,0.039,0.054,15.828,,,GM
12079,12/31/2001,9/30/2002,12/31/2002,5.61,16.212,13.117,16.529,0.007,0.039,0.054,15.828,,,GM
12079,12/31/2001,9/30/2002,1/31/2003,5.53,16.212,12.929,16.291,0.007,0.039,0.054,15.828,,,GM
12079,12/31/2002,12/31/2002,2/28/2003,6.177,11.07,10.081,10.081,0.009,0.058,0.082,53.292,,,GM
12079,12/31/2002,12/31/2002,3/31/2003,6.15,11.07,10.036,10.036,0.009,0.058,0.082,53.292,,,GM
12079,12/31/2002,12/31/2002,4/30/2003,6.596,11.07,10.761,10.761,0.009,0.058,0.082,53.292,,,GM
12079,12/31/2002,3/31/2003,5/31/2003,6.008,15.251,5.988,6.506,0.019,0.041,0.175,24.634,,,GM
12079,12/31/2002,3/31/2003,6/30/2003,6.122,15.251,6.102,6.63,0.019,0.041,0.175,24.634,,,GM
12079,12/31/2002,3/31/2003,7/31/2003,6.366,15.251,6.344,6.893,0.019,0.041,0.175,24.634,,,GM
12079,12/31/2002,6/30/2003,8/31/2003,7.165,13.718,8.171,8.974,0.016,0.046,0.177,32.056,,,GM
12079,12/31/2002,6/30/2003,9/30/2003,7.136,13.718,8.137,8.937,0.016,0.046,0.177,32.056,,,GM
12079,12/31/2002,6/30/2003,10/31/2003,7.439,13.718,8.483,9.317,0.016,0.046,0.177,32.056,,,GM
12079,12/31/2002,9/30/2003,11/30/2003,7.379,11.366,6.414,6.3,0.021,0.058,0.278,41.805,,,GM
12079,12/31/2002,9/30/2003,12/31/2003,9.21,11.366,8.006,7.865,0.021,0.058,0.278,41.805,,,GM
12079,12/31/2002,9/30/2003,1/31/2004,8.569,11.366,7.448,7.317,0.021,0.058,0.278,41.805,,,GM
12079,12/31/2003,12/31/2003,2/29/2004,8.86,12.372,9.567,6.739,0.016,0.06,0.118,16.738,,,GM
12079,12/31/2003,12/31/2003,3/31/2004,8.673,12.372,9.364,6.597,0.016,0.06,0.118,16.738,,,GM
12079,12/31/2003,12/31/2003,4/30/2004,8.79,12.372,9.427,6.641,0.016,0.06,0.118,16.738,,,GM
12079,12/31/2003,3/31/2004,5/31/2004,8.023,10.54,10.042,6.826,0.014,0.065,0.161,23.016,,,GM
12079,12/31/2003,3/31/2004,6/30/2004,8.235,10.54,10.308,7.006,0.014,0.065,0.161,23.016,,,GM
12079,12/31/2003,3/31/2004,7/31/2004,7.627,10.54,9.544,6.487,0.014,0.065,0.161,23.016,,,GM
12079,12/31/2003,6/30/2004,8/31/2004,7.518,10.382,7.538,5.436,0.016,0.066,0.141,18.874,,,GM
12079,12/31/2003,6/30/2004,9/30/2004,7.731,10.382,7.752,5.589,0.016,0.066,0.141,18.874,,,GM
12079,12/31/2003,6/30/2004,10/31/2004,7.016,10.382,7.035,5.072,0.016,0.066,0.141,18.874,,,GM
12079,12/31/2003,9/30/2004,11/30/2004,7.402,10.478,7.435,5.272,0.015,0.065,0.104,16.031,,,GM
12079,12/31/2003,9/30/2004,12/31/2004,7.684,10.478,7.719,5.473,0.015,0.065,0.104,16.031,,,GM
12079,12/31/2003,9/30/2004,1/31/2005,7.06,10.478,7.092,5.029,0.015,0.065,0.104,16.031,,,GM
12079,12/31/2004,12/31/2004,2/28/2005,8.084,12.325,7.217,7.217,0.015,0.057,0.083,16.526,,,GM
12079,12/31/2004,12/31/2004,3/31/2005,6.664,12.325,5.949,5.949,0.015,0.057,0.083,16.526,,,GM
12079,12/31/2004,12/31/2004,4/30/2005,6.05,12.325,5.401,5.401,0.015,0.057,0.083,16.526,,,GM
12079,12/31/2004,3/31/2005,5/31/2005,7.004,13.533,56.304,56.304,0.002,0.05,0.009,16.32,,,GM
12079,12/31/2004,3/31/2005,6/30/2005,7.553,13.533,60.714,60.714,0.002,0.05,0.009,16.32,,,GM
12079,12/31/2004,3/31/2005,7/31/2005,8.18,13.533,65.75,65.75,0.002,0.05,0.009,16.32,,,GM
12079,12/31/2004,6/30/2005,8/31/2005,8.94,17.068,-9.216,-9.216,-0.011,0.039,-0.062,17.069,,,GM
12079,12/31/2004,6/30/2005,9/30/2005,8.004,17.068,-8.251,-8.251,-0.011,0.039,-0.062,17.069,,,GM
12079,12/31/2004,6/30/2005,10/31/2005,7.165,17.068,-7.385,-7.385,-0.011,0.039,-0.062,17.069,,,GM
12079,12/31/2004,9/30/2005,11/30/2005,7.336,24.899,-3.111,-3.111,-0.02,0.026,-0.122,18.139,,,GM
12079,12/31/2004,9/30/2005,12/31/2005,6.505,24.899,-2.759,-2.759,-0.02,0.026,-0.122,18.139,,,GM
12079,12/31/2004,9/30/2005,1/31/2006,8.06,24.899,-3.418,-3.418,-0.02,0.026,-0.122,18.139,,,GM
12079,12/31/2005,12/31/2005,2/28/2006,-23.392,24.504,-1.098,-1.087,-0.055,0.026,-0.42,31.544,,,GM
12079,12/31/2005,12/31/2005,3/31/2006,-24.498,24.504,-1.15,-1.138,-0.055,0.026,-0.42,31.544,,,GM
12079,12/31/2005,12/31/2005,4/30/2006,-26.354,24.504,-1.237,-1.224,-0.055,0.026,-0.42,31.544,,,GM
12079,12/31/2005,3/31/2006,5/31/2006,40.426,26.599,-1.778,-1.778,-0.043,0.024,-0.322,23.672,,,GM
12079,12/31/2005,3/31/2006,6/30/2006,44.719,26.599,-1.966,-1.966,-0.043,0.024,-0.322,23.672,,,GM
12079,12/31/2005,3/31/2006,7/31/2006,48.386,26.599,-2.127,-2.127,-0.043,0.024,-0.322,23.672,,,GM
12079,12/31/2005,6/30/2006,8/31/2006,-63.896,13.535,-1.49,-1.506,-0.054,0.037,-0.465,28.472,,,GM
12079,12/31/2005,6/30/2006,9/30/2006,-72.831,13.535,-1.699,-1.716,-0.054,0.037,-0.465,28.472,,,GM
12079,12/31/2005,6/30/2006,10/31/2006,-76.466,13.535,-1.783,-1.802,-0.054,0.037,-0.465,28.472,,,GM
12079,12/31/2005,9/30/2006,11/30/2006,-21.545,7.389,-1.695,-1.739,-0.047,0.052,-0.511,34.515,,,GM
12079,12/31/2005,9/30/2006,12/31/2006,-22.644,7.389,-1.782,-1.827,-0.047,0.052,-0.511,34.515,,,GM
12079,12/31/2005,9/30/2006,1/31/2007,-24.206,7.389,-1.905,-1.954,-0.047,0.052,-0.511,34.515,,,GM
12079,12/31/2006,12/31/2006,2/28/2007,-17.921,2.728,-9.114,-9.114,-0.01,0.074,,-35.001,,,GM
12079,12/31/2006,12/31/2006,3/31/2007,-17.217,2.728,-8.754,-8.754,-0.01,0.074,,-35.001,,,GM
12079,12/31/2006,12/31/2006,4/30/2007,-17.549,2.728,-8.923,-8.923,-0.01,0.074,,-35.001,,,GM
12079,12/31/2006,3/31/2007,5/31/2007,-15.48,2.513,-5.734,-6.739,-0.015,0.064,-0.204,99.558,,,GM
12079,12/31/2006,3/31/2007,6/30/2007,-19.511,2.513,-7.228,-8.494,-0.015,0.064,-0.204,99.558,,,GM
12079,12/31/2006,3/31/2007,7/31/2007,-16.724,2.513,-6.195,-7.281,-0.015,0.064,-0.204,99.558,,,GM
12079,12/31/2006,6/30/2007,8/31/2007,-15.808,3.334,13.25,9.948,0.007,0.06,0.116,-465.43,,,GM
12079,12/31/2006,6/30/2007,9/30/2007,-18.873,3.334,15.819,11.877,0.007,0.06,0.116,-465.43,,,GM
12079,12/31/2006,6/30/2007,10/31/2007,-20.153,3.334,16.892,12.683,0.007,0.06,0.116,-465.43,,,GM
12079,12/31/2006,9/30/2007,11/30/2007,-5.258,4.835,-0.413,-0.455,-0.222,0.054,-3.671,-13.739,,,GM
12079,12/31/2006,9/30/2007,12/31/2007,-4.387,4.835,-0.344,-0.38,-0.222,0.054,-3.671,-13.739,,,GM
12079,12/31/2006,9/30/2007,1/31/2008,-4.973,4.835,-0.39,-0.431,-0.222,0.054,-3.671,-13.739,,,GM
12079,12/31/2007,12/31/2007,2/29/2008,-1.316,6.548,-0.304,-0.34,-0.239,0.055,,-4.97,,,GM
12079,12/31/2007,12/31/2007,3/31/2008,-1.077,6.548,-0.249,-0.278,-0.239,0.055,,-4.97,,,GM
12079,12/31/2007,12/31/2007,4/30/2008,-1.312,6.548,-0.303,-0.339,-0.239,0.055,,-4.97,,,GM
12079,12/31/2007,3/31/2008,5/31/2008,-1.215,7.241,-0.208,-0.23,-0.26,0.052,,-6.06,,,GM
12079,12/31/2007,3/31/2008,6/30/2008,-0.817,7.241,-0.14,-0.155,-0.26,0.052,,-6.06,,,GM
12079,12/31/2007,3/31/2008,7/31/2008,-0.787,7.241,-0.135,-0.149,-0.26,0.052,,-6.06,,,GM
12079,12/31/2007,6/30/2008,8/31/2008,-0.503,14.737,-0.09,-0.097,-0.369,0.025,,-4.246,,,GM
12079,12/31/2007,6/30/2008,9/30/2008,-0.476,14.737,-0.085,-0.091,-0.369,0.025,,-4.246,,,GM
12079,12/31/2007,6/30/2008,10/31/2008,-0.291,14.737,-0.052,-0.056,-0.369,0.025,,-4.246,,,GM
12079,12/31/2007,9/30/2008,11/30/2008,-0.254,26.873,-0.13,-0.135,-0.139,0.014,,-3.747,,,GM
12079,12/31/2007,9/30/2008,12/31/2008,-0.155,26.873,-0.079,-0.082,-0.139,0.014,,-3.747,,,GM
12079,12/31/2007,9/30/2008,1/31/2009,-0.146,26.873,-0.075,-0.077,-0.139,0.014,,-3.747,,,GM
12079,12/31/2008,12/31/2008,2/28/2009,-0.082,-24.041,-0.042,-0.042,-0.207,-0.017,,-2.047,,,GM
12079,12/31/2008,12/31/2008,3/31/2009,-0.071,-24.041,-0.036,-0.036,-0.207,-0.017,,-2.047,,,GM
12079,12/31/2008,12/31/2008,4/30/2009,-0.07,-24.041,-0.036,-0.036,-0.207,-0.017,,-2.047,,,GM
12079,12/31/2008,3/31/2009,5/31/2009,-0.028,-11.566,-0.013,-0.013,-0.261,-0.037,,-2.414,0.312,,GM
12369,12/31/2009,9/30/2010,1/31/2011,13.158,1.567,-55.288,-55.288,0.01,0.088,0.062,3.589,0.931,15.855,
12369,12/31/2010,12/31/2010,2/28/2011,7.559,6.258,11.602,11.602,0.046,0.092,0.303,2.699,,,GM
12369,12/31/2010,12/31/2010,3/31/2011,6.947,6.258,10.737,10.737,0.046,0.092,0.303,2.699,,,GM
12369,12/31/2010,12/31/2010,4/30/2011,7.184,6.258,11.104,11.104,0.046,0.092,0.303,2.699,,,GM
12369,12/31/2010,3/31/2011,5/31/2011,8.228,3.524,3.86,3.86,0.06,0.093,0.357,3.101,0.921,17.033,GM
12369,12/31/2010,3/31/2011,6/30/2011,7.548,3.524,3.684,3.684,0.06,0.093,0.357,3.101,0.921,17.033,GM
12369,12/31/2010,3/31/2011,7/31/2011,6.884,3.524,3.359,3.359,0.06,0.093,0.357,3.101,0.921,17.033,GM
12369,12/31/2010,6/30/2011,8/31/2011,5.09,4.475,3.342,3.342,0.068,0.093,0.395,2.915,0.923,16.252,GM
12369,12/31/2010,6/30/2011,9/30/2011,4.284,4.475,2.807,2.807,0.068,0.093,0.395,2.915,0.923,16.252,GM
12369,12/31/2010,6/30/2011,10/31/2011,5.487,4.475,3.595,3.595,0.068,0.093,0.395,2.915,0.923,16.252,GM
12369,12/31/2010,9/30/2011,11/30/2011,4.13,5.284,4.618,4.618,0.066,0.089,0.365,2.62,,,GM
12369,12/31/2010,9/30/2011,12/31/2011,3.932,5.284,4.397,4.397,0.066,0.089,0.365,2.62,,,GM
12369,12/31/2010,9/30/2011,1/31/2012,4.66,5.284,5.21,5.21,0.066,0.089,0.365,2.62,,,GM
12369,12/31/2011,12/31/2011,2/29/2012,4.426,4.417,5.681,5.681,0.061,0.092,0.349,2.665,,,GM
12369,12/31/2011,12/31/2011,3/31/2012,4.363,4.417,5.6,5.6,0.061,0.092,0.349,2.665,,,GM
12369,12/31/2011,12/31/2011,4/30/2012,3.912,4.417,5.022,5.022,0.061,0.092,0.349,2.665,,,GM
12369,12/31/2011,3/31/2012,5/31/2012,3.799,4.589,6.435,6.435,0.047,0.09,0.235,2.615,0.943,12.014,GM
12369,12/31/2011,3/31/2012,6/30/2012,3.375,4.589,5.716,5.716,0.047,0.09,0.235,2.615,0.943,12.014,GM
12369,12/31/2011,3/31/2012,7/31/2012,3.373,4.589,5.713,5.713,0.047,0.09,0.235,2.615,0.943,12.014,GM
12369,12/31/2011,6/30/2012,8/31/2012,3.563,4.601,7.625,7.625,0.04,0.084,0.196,2.634,0.955,11.447,GM
12369,12/31/2011,6/30/2012,9/30/2012,3.796,4.601,8.125,8.125,0.04,0.084,0.196,2.634,0.955,11.447,GM
12369,12/31/2011,6/30/2012,10/31/2012,4.255,4.601,9.107,9.107,0.04,0.084,0.196,2.634,0.955,11.447,GM
12369,12/31/2011,9/30/2012,11/30/2012,3.459,4.877,9.729,9.729,0.038,0.082,0.187,2.747,0.963,11.124,GM
12369,12/31/2011,9/30/2012,12/31/2012,3.854,4.877,10.838,10.838,0.038,0.082,0.187,2.747,0.963,11.124,GM
12369,12/31/2011,9/30/2012,1/31/2013,3.755,4.877,10.56,10.56,0.038,0.082,0.187,2.747,0.963,11.124,GM
