permno,adate,qdate,public_date,CAPEI,evm,pe_exi,pe_inc,npm,roa,roe,de_ratio,quick_ratio,sale_nwc,TICKER
12079,12/31/1990,9/30/1991,12/31/1991,8.307,11.347,-3.855,-4.368,-0.035,0.058,-0.137,4.738,,,GM
12079,12/31/1990,9/30/1991,1/31/1992,9.314,11.347,-4.322,-4.898,-0.035,0.058,-0.137,4.738,,,GM
12079,12/31/1991,12/31/1991,2/29/1992,21.265,9.33,-4.237,-4.705,-0.041,0.067,-0.177,5.278,,,GM
12079,12/31/1991,12/31/1991,3/31/1992,20.769,9.33,-4.138,-4.595,-0.041,0.067,-0.177,5.278,,,GM
12079,12/31/1991,12/31/1991,4/30/1992,23.534,9.33,-4.689,-5.207,-0.041,0.067,-0.177,5.278,,,GM
12079,12/31/1991,3/31/1992,5/31/1992,17.709,8.487,-4.923,-0.96,-0.035,0.077,-0.159,6.523,,,GM
12079,12/31/1991,3/31/1992,6/30/1992,21.802,8.487,-5.432,-1.059,-0.035,0.077,-0.159,6.523,,,GM
12079,12/31/1991,3/31/1992,7/31/1992,20.626,8.487,-5.139,-1.002,-0.035,0.077,-0.159,6.523,,,GM
12079,12/31/1991,6/30/1992,8/31/1992,22.977,7.701,-4.416,-0.839,-0.034,0.082,-0.193,8.691,,,GM
12079,12/31/1991,6/30/1992,9/30/1992,21.395,7.701,-4.098,-0.778,-0.034,0.082,-0.193,8.691,,,GM
12079,12/31/1991,6/30/1992,10/31/1992,20.479,7.701,-3.922,-0.745,-0.034,0.082,-0.193,8.691,,,GM
12079,12/31/1991,9/30/1992,11/30/1992,33.762,9.33,-4.124,-0.782,-0.034,0.067,-0.246,12.289,,,GM
12079,12/31/1991,9/30/1992,12/31/1992,34.531,9.33,-4.124,-0.782,-0.034,0.067,-0.246,12.289,,,GM
