date,h_1,h_3,h_12
1990-01-01,0.918901668650812,0.955069766626314,0.985049330139307
1990-02-01,0.90831880360069,0.94787715917426,0.984088422808499
1990-03-01,0.915403149691334,0.954518915926275,0.98740505983203
1990-04-01,0.945415999153022,0.977750953325551,0.995042441671893
1990-05-01,0.978726300416753,1.0040528898082,1.00380282986233
1990-06-01,0.99094711001252,1.01392876588448,1.0067784972502
1990-07-01,1.03080760898392,1.04346211222294,1.01472597112199
1990-08-01,1.09565089915919,1.0901131661039,1.02678695371497
1990-09-01,1.07550463569458,1.07514427786295,1.02245063145461
1990-10-01,1.03966548845799,1.04927463704804,1.0155526590583
1990-11-01,1.01501546107913,1.03111749129264,1.01060575428445
1990-12-01,0.982381210030262,1.00639190143183,1.00319882806993
1991-01-01,0.977678785643026,1.00209613534144,1.00122168252574
1991-02-01,0.962756341840264,0.990336272946185,0.997216401550626
1991-03-01,0.918876800275883,0.95687393178604,0.987355530035798
1991-04-01,0.88855969690175,0.933906277556298,0.980824005700934
1991-05-01,0.881799586867861,0.928332867659409,0.978936756331801
1991-06-01,0.879541833497432,0.926604631533537,0.978568265810019
1991-07-01,0.862241833783638,0.912997211623701,0.974337162210518
1991-08-01,0.84619161624339,0.900525591418918,0.970637274779061
1991-09-01,0.846967688955207,0.901003505256455,0.970892125940155
1991-10-01,0.862437808820161,0.912834775054185,0.974534719997966
1991-11-01,0.891973365179305,0.935909698308683,0.981687805421144
1991-12-01,0.913727615762643,0.952703807233722,0.986911292020438
1992-01-01,0.883083989510453,0.927499968845214,0.977639610676
1992-02-01,0.841418695209644,0.894696667697952,0.967014070162688
1992-03-01,0.81225014054256,0.871322436011856,0.959027189047855
1992-04-01,0.791271988002986,0.853969458942624,0.952320296286952
1992-05-01,0.771535888708253,0.838065242635577,0.946247343565583
1992-06-01,0.769377749436145,0.835678758475971,0.944322196331016
1992-07-01,0.756408163743078,0.825238925628484,0.940566794242601
1992-08-01,0.746902370470095,0.817290672761038,0.937329221119726
1992-09-01,0.731386509234325,0.804719023780566,0.932958438591355
1992-10-01,0.727845240006917,0.80141459147501,0.931296087381536
1992-11-01,0.735302076365103,0.806583918548405,0.932048861619535
1992-12-01,0.724497105351784,0.797461580457746,0.928466645676237
1993-01-01,0.72008769944911,0.793558988404668,0.926810002597828
1993-02-01,0.716993421660643,0.790983705812656,0.926008778503378
1993-03-01,0.713884403725478,0.788464293643946,0.925035761165719
1993-04-01,0.714378582975184,0.78896512822691,0.925390973251562
1993-05-01,0.702044276333681,0.779309406370944,0.922340170026382
1993-06-01,0.688575496711983,0.768463679907987,0.918692486420962
1993-07-01,0.680593157121941,0.76195041134748,0.916261997699928
1993-08-01,0.681659246802217,0.762970450383903,0.916501498088269
1993-09-01,0.679590398939757,0.761266548783133,0.915728110611129
1993-10-01,0.686026784619462,0.766332502264335,0.917021104307164
1993-11-01,0.694071936047438,0.772768385096165,0.918831258916207
1993-12-01,0.696550322724786,0.77484864444685,0.91956112413438
1994-01-01,0.699320303103181,0.77728186844431,0.920823994392705
1994-02-01,0.706121162256528,0.782865757679986,0.923057652292622
1994-03-01,0.716908636363739,0.791187387446852,0.925549083079132
1994-04-01,0.697936551756795,0.776297705664253,0.920962311798208
1994-05-01,0.692738907711521,0.772230489833101,0.91965560873983
1994-06-01,0.694895601495479,0.773969134400082,0.920374108448601
1994-07-01,0.690507611437723,0.770342460548105,0.919285889116425
1994-08-01,0.693217935071983,0.772358959019163,0.919978645556541
1994-09-01,0.689459556130033,0.769131390121407,0.918812502014705
1994-10-01,0.688604002318575,0.767899675591409,0.917827344050849
1994-11-01,0.697524612821912,0.774621719767584,0.919362040246881
1994-12-01,0.683114807073909,0.762583286012967,0.914951102005877
1995-01-01,0.674785180109994,0.756052028326529,0.912882715447903
1995-02-01,0.670549320189184,0.752774775108658,0.912043688794859
1995-03-01,0.660335131940657,0.744587654730337,0.909518313487186
1995-04-01,0.659598684900204,0.744035169828075,0.909450862307525
1995-05-01,0.665470068461371,0.748844022016779,0.911157774093789
1995-06-01,0.678772612913538,0.759026805940241,0.913892483503936
1995-07-01,0.689035256025931,0.766400156528959,0.915864613989429
1995-08-01,0.686743329373034,0.765528153566943,0.916002866477648
1995-09-01,0.696378489299716,0.773518571152675,0.918726422635728
1995-10-01,0.711500563677148,0.785431405582803,0.922186404190207
1995-11-01,0.706318029686262,0.782188113617631,0.922253581594723
1995-12-01,0.693188018721859,0.77224428277751,0.919838710074821
1996-01-01,0.689290378998644,0.769409196792234,0.919503981926344
1996-02-01,0.694299754978138,0.773650898317957,0.921395368387938
1996-03-01,0.708289398682322,0.785162394750727,0.925738654700685
1996-04-01,0.730813372862414,0.803193851613038,0.931957522695273
1996-05-01,0.752754930185283,0.820925898621546,0.938237694412168
1996-06-01,0.782422570836908,0.844987837136333,0.946758322152976
1996-07-01,0.817291398083458,0.873112858105147,0.956878215207033
1996-08-01,0.810450516112414,0.868697415886209,0.956826285661214
1996-09-01,0.797895713108836,0.860335609697963,0.956210968035437
1996-10-01,0.796428017979811,0.860080076402945,0.957532268969819
1996-11-01,0.803357592864944,0.86658129245439,0.9609240582002
1996-12-01,0.802173026432846,0.866162035770962,0.961619839455866
1997-01-01,0.814289281193005,0.875966842494854,0.965311068778022
1997-02-01,0.828902152313088,0.887939880442999,0.969644032994745
1997-03-01,0.853847687681937,0.907726171645677,0.976066759148028
1997-04-01,0.87001149122554,0.920661531428145,0.980205574994349
1997-05-01,0.900238850639388,0.943777605793465,0.986866363828537
1997-06-01,0.893964124199132,0.939966695845882,0.986858742488933
1997-07-01,0.90132273819557,0.94659361220436,0.990170153341157
1997-08-01,0.902873319830322,0.947907492807678,0.990804944189005
1997-09-01,0.914633927394678,0.956669560359651,0.993153599531731
1997-10-01,0.909222947699189,0.9529667768004,0.992708220364205
1997-11-01,0.893687866085071,0.941220951566383,0.989580514259453
1997-12-01,0.894093004789583,0.941484734296921,0.989807600851581
1998-01-01,0.907619364389069,0.951943961376932,0.992961520532091
1998-02-01,0.93682042892016,0.974524626580802,0.999820078681089
1998-03-01,0.944661225731226,0.981026727172395,1.00238413818669
1998-04-01,0.967811819830163,0.999186270192106,1.00828438467838
1998-05-01,1.017465379167,1.03696045758289,1.01954586206466
1998-06-01,1.0780987996564,1.08270540015629,1.03324729294914
1998-07-01,1.17494267350572,1.15279723669711,1.05240191767625
1998-08-01,1.27792971554983,1.22609010033037,1.07234155149975
1998-09-01,1.18955676536247,1.1660162113429,1.05914634448405
1998-10-01,1.12116495000392,1.11757257001696,1.04733515453448
1998-11-01,1.07450289591061,1.08316318709569,1.03806136154337
1998-12-01,1.04573217331528,1.06122817099613,1.03165824608869
1999-01-01,1.03230587800738,1.04995758798484,1.02745494900544
1999-02-01,1.03469205017818,1.05012315100328,1.02626713478039
1999-03-01,1.02233323901204,1.0408626620569,1.02375594563594
1999-04-01,1.02944334190395,1.04525485874469,1.02465223928871
1999-05-01,1.00607853630783,1.02792335226479,1.02072147319783
1999-06-01,0.996869326043987,1.02311109911253,1.02083329895591
1999-07-01,0.992904281830557,1.02132727516474,1.02151813456246
1999-08-01,1.00365074864238,1.02981691973705,1.02440085876244
1999-09-01,1.02125184129846,1.0441653524487,1.02954236376836
1999-10-01,1.04794711387471,1.06476028738061,1.03621348010214
1999-11-01,1.08762073144581,1.09380767841678,1.04413433771802
1999-12-01,1.13728386768253,1.12974523134199,1.05378368016022
2000-01-01,1.18344276238993,1.16238309486027,1.061829655073
2000-02-01,1.23808630617233,1.19891675930168,1.06998054694843
2000-03-01,1.23747738222873,1.19962011616898,1.07083265086815
2000-04-01,1.20899261324937,1.17947400956087,1.06569546755174
2000-05-01,1.18620630119974,1.16269011205691,1.06148829443968
2000-06-01,1.17323009453393,1.15395567471658,1.05969299103333
2000-07-01,1.14043940478008,1.13257538478883,1.05561224000086
2000-08-01,1.13207786191939,1.12757786601701,1.05522038818543
2000-09-01,1.12368874488962,1.12210711752954,1.0541607009619
2000-10-01,1.12756768915177,1.12553306086046,1.05521181076166
2000-11-01,1.14842879224748,1.14078227300347,1.05935308417142
2000-12-01,1.16064398625162,1.14882296596566,1.06062615841056
2001-01-01,1.14935337786818,1.14063580349005,1.05866080202744
2001-02-01,1.12576479216183,1.12407472562949,1.05495128591834
2001-03-01,1.10059431993367,1.10538748634398,1.04960684958541
2001-04-01,1.08531261676032,1.09415750030559,1.04616668784094
2001-05-01,1.06928331811743,1.08165974597184,1.04172835713934
2001-06-01,1.07147285063475,1.0827529385267,1.04122556659408
2001-07-01,1.09278088143495,1.09796629274142,1.04460267761869
2001-08-01,1.12913574035003,1.1242227243299,1.05112881338321
2001-09-01,1.19049669999089,1.16631826033826,1.06050698230375
2001-10-01,1.14092403118152,1.13129103871053,1.05173813329315
2001-11-01,1.10076714179174,1.10175129599018,1.04386733314101
2001-12-01,1.0612373499075,1.07264880208281,1.03557018040514
2002-01-01,1.0415326234242,1.05784669903444,1.03109178392312
2002-02-01,1.04075942918834,1.05673273374952,1.03007485919172
2002-03-01,1.05751170914525,1.06833006907297,1.03248615452666
2002-04-01,1.06634862194815,1.07547664763431,1.03500641750459
2002-05-01,1.09239820067727,1.09432271242627,1.03959742199955
2002-06-01,1.14494986795487,1.13223299540414,1.04945111709978
2002-07-01,1.19910436526057,1.17015868821045,1.05810959443057
2002-08-01,1.16064128768727,1.14416544951789,1.05237934412281
2002-09-01,1.1626732499597,1.14621431685676,1.05323469951836
2002-10-01,1.11208259208903,1.1096700188516,1.04336200827507
2002-11-01,1.07746346434505,1.08284595179516,1.03455998660713
2002-12-01,1.03806792735016,1.05277713545695,1.02504730093599
2003-01-01,0.992552466718614,1.01790042615416,1.0139965823047
2003-02-01,0.966214837605334,0.997076668242948,1.00678809380808
2003-03-01,0.954945310202617,0.987521907935995,1.00271408496608
2003-04-01,0.970441278027882,0.997316941523578,1.00355793791974
2003-05-01,0.952740973931811,0.983006389999017,0.998074026021171
2003-06-01,0.905487723233766,0.946700235407401,0.986362556817017
2003-07-01,0.883961944143323,0.929107902763468,0.979657555631857
2003-08-01,0.862893773510728,0.912082325401538,0.973376548152798
2003-09-01,0.851872821803616,0.902487681335181,0.969056675171459
2003-10-01,0.853084874931384,0.902286171540743,0.967694022668525
2003-11-01,0.81184283791164,0.870357823134987,0.957672021157564
2003-12-01,0.790870581976836,0.853568731517878,0.9519567417866
2004-01-01,0.771383977569724,0.837460614223302,0.945695190923871
2004-02-01,0.756339056504086,0.825329753779891,0.941263363611713
2004-03-01,0.754399334804219,0.823166795370415,0.939752113411469
2004-04-01,0.764818025087157,0.830766784491914,0.941194925751369
2004-05-01,0.76039823350033,0.827037829340514,0.939574599020682
2004-06-01,0.770162460332183,0.834605782937912,0.94133841564998
2004-07-01,0.790380933718656,0.849942658235962,0.945433211236546
2004-08-01,0.772657475453581,0.835761237941739,0.940693590438127
2004-09-01,0.771833830303428,0.834183109473612,0.939133765979979
2004-10-01,0.779598485120448,0.838204459550399,0.939397974302557
2004-11-01,0.808669216071625,0.854892284312834,0.942651079063824
2004-12-01,0.784190245191797,0.840843107577257,0.93929026907699
2005-01-01,0.778634269942377,0.837621562313278,0.938180685615917
2005-02-01,0.772189074190294,0.832735614070405,0.93635225653016
2005-03-01,0.772577904101999,0.833862927501729,0.936435546500443
2005-04-01,0.780266656262154,0.839704453141592,0.937612244710247
2005-05-01,0.770506634881926,0.832427954210923,0.935556094489801
2005-06-01,0.751974285600915,0.817924299782878,0.93109289821025
2005-07-01,0.747114118325125,0.813708504774924,0.929406124981057
2005-08-01,0.733732144292177,0.802670969018057,0.925749075527947
2005-09-01,0.725506223289034,0.79574428566725,0.923348810956915
2005-10-01,0.731480251373683,0.799322341564509,0.923947849152846
2005-11-01,0.736931335103657,0.799843790942963,0.922899844114653
2005-12-01,0.725310773676052,0.792259622590685,0.920051817578466
2006-01-01,0.733060697979725,0.797825946465368,0.920817414827539
2006-02-01,0.716631274606059,0.784606133875186,0.916654083269918
2006-03-01,0.705761107769845,0.777583162252394,0.915121625787413
2006-04-01,0.699508593725655,0.773471473333448,0.91473840814288
2006-05-01,0.705656340826419,0.778630760544662,0.916957948418513
2006-06-01,0.687087835882799,0.764822187870769,0.913332105486161
2006-07-01,0.682992787988222,0.762051228257399,0.913042920746801
2006-08-01,0.666365409914936,0.749091445668528,0.909534288089893
2006-09-01,0.654870792971303,0.739921167486008,0.906979795287173
2006-10-01,0.654989799630457,0.739832231619921,0.907055224091843
2006-11-01,0.646477134830037,0.732412747440124,0.904740015787229
2006-12-01,0.640194053335174,0.727494802243895,0.903669396692923
2007-01-01,0.642378071383728,0.729740402586924,0.90500045817573
2007-02-01,0.649767319086339,0.736290932746626,0.907818395392002
2007-03-01,0.662283714025777,0.74706703195297,0.91209728488341
2007-04-01,0.6859130224362,0.766802427431647,0.919573725633074
2007-05-01,0.714255716658032,0.789494579344758,0.927341887424121
2007-06-01,0.743552719570996,0.813960616254235,0.936018759148967
2007-07-01,0.780469327181697,0.843850752180492,0.946081983283144
2007-08-01,0.788743773381046,0.851698024772112,0.950390201837583
2007-09-01,0.811713556231745,0.87088688933134,0.958292084114225
2007-10-01,0.847846147564617,0.900110213813807,0.968738207130975
2007-11-01,0.901860883902778,0.942543717205671,0.982660921710892
2007-12-01,0.91777221793154,0.957042583969173,0.989798710833789
2008-01-01,0.9574407007081,0.989048978792409,1.0015676010279
2008-02-01,0.968643250759399,0.999162368030232,1.00681266132873
2008-03-01,0.99069080892969,1.01735456185526,1.01424581892571
2008-04-01,1.03833215370225,1.05420232876124,1.02654682059675
2008-05-01,1.09647743767456,1.09900870459632,1.04090486549864
2008-06-01,1.18623220142477,1.16572872908495,1.06035277823293
2008-07-01,1.23017060297267,1.19948206790432,1.07150835866164
2008-08-01,1.30459531268728,1.25433021945416,1.08758901633214
2008-09-01,1.43361569532776,1.34556797191877,1.11182584120678
2008-10-01,1.55727386596704,1.42886513216395,1.13164474722416
2008-11-01,1.50273512471538,1.39254841668157,1.12333402211858
2008-12-01,1.45937407644022,1.36224490271453,1.11510101260632
2009-01-01,1.46911003179011,1.36635427347498,1.11391102845201
2009-02-01,1.44399340651492,1.34848802527562,1.1085828400326
2009-03-01,1.3954496910249,1.31426568658321,1.09911743314521
2009-04-01,1.35359722232846,1.28330153035424,1.08970132238099
2009-05-01,1.25161654949353,1.21036891356702,1.07070064230726
2009-06-01,1.1865960388511,1.16242094222743,1.05671130491898
2009-07-01,1.1588151421544,1.14086684498777,1.04889613165419
2009-08-01,1.1045634817629,1.10123275473568,1.03741591655697
2009-09-01,1.08005554723108,1.08204760656138,1.03084652528983
2009-10-01,1.06718015573849,1.07154488988926,1.02668673537655
2009-11-01,1.0397020404124,1.05185921681828,1.0214209372337
2009-12-01,1.02967997630968,1.04391308688516,1.01853311094461
2010-01-01,1.0268161252291,1.0417522485847,1.01769637112175
2010-02-01,1.03316639512613,1.04577780196358,1.01841733319639
2010-03-01,1.05013598536094,1.05815442921487,1.02181640153975
2010-04-01,1.06759298435069,1.07089360151972,1.02520431425856
2010-05-01,1.10963666241572,1.10069166752074,1.03290769019781
2010-06-01,1.1136412883433,1.10366477636727,1.0336950133186
2010-07-01,1.11044080638934,1.10115116447659,1.03283956733631
2010-08-01,1.10756667795012,1.09864119445041,1.03126453489335
2010-09-01,1.08656315750474,1.08347637565339,1.0269256489208
2010-10-01,1.0093176447092,1.02711820769194,1.01142548905254
2010-11-01,0.96381654688066,0.992774805468329,1.0011760978516
2010-12-01,0.944583295276671,0.977425527739968,0.995955623853154
2011-01-01,0.90275537753196,0.945403936817627,0.986140247655531
2011-02-01,0.883222459153133,0.93012705725242,0.981126513119574
2011-03-01,0.867284625870919,0.917867893843587,0.977308293715074
2011-04-01,0.870794851693096,0.920376333996731,0.977794755244451
2011-05-01,0.893074811415647,0.936831077993873,0.98205551514265
2011-06-01,0.928458170331321,0.96364444796045,0.989673820883076
2011-07-01,0.988377196106142,1.00801191298164,1.00189617235003
2011-08-01,1.06453142152028,1.06312220102831,1.01618212309737
2011-09-01,1.11286826379804,1.09786677867835,1.02513601734396
2011-10-01,1.10833805150753,1.09478996526027,1.02426101709775
2011-11-01,1.01509410999773,1.02747261007442,1.00618454183949
2011-12-01,0.950670526202544,0.979898479859993,0.992870098066689
2012-01-01,0.918196690949768,0.954894074424414,0.984978715342326
2012-02-01,0.874518021108876,0.921206615690122,0.974524410461117
2012-03-01,0.850564680033463,0.901885692643623,0.967686223584718
2012-04-01,0.844253179986356,0.896334139669583,0.964972848385196
2012-05-01,0.856763781406969,0.904902422510945,0.966333857281525
